admin2,indicator,choice,value,context,phase,Indicateur,label_choice,data_source_name,data_source_url,score,ch_label,label_choiceLabel
gourma,critical_handwashing_times,nsp,0.009229249043984056,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_nsp,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Je ne sais pas / préfère ne pas répondre,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerJe ne sais pas / préfère ne pas répondre
gourma,critical_handwashing_times,autre,0.03127836685450638,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_autre,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Autres (à préciser),% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAutres (à préciser)
gourma,critical_handwashing_times,ablution,0.3294300692934331,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_ablution,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Ablution et/ou après manger,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAblution et/ou après manger
gourma,critical_handwashing_times,retour_champ,0.42675129371633597,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_retour_champ,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Au retour des champs,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAu retour des champs
gourma,critical_handwashing_times,avant_sein,0.11610086140218362,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_avant_sein,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Avant de donner le sein à l’enfant,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAvant de donner le sein à l’enfant
gourma,critical_handwashing_times,apres_netto,0.16342038799969053,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_apres_netto,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,after_changing,Après le nettoyage ou changement des couches de l’enfant,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAprès le nettoyage ou changement des couches de l’enfant
gourma,critical_handwashing_times,avant_prepare,0.45808279392536294,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_avant_prepare,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,before_cooking,Avant de préparer les aliments,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAvant de préparer les aliments
gourma,critical_handwashing_times,avant_manger,0.9472723320968998,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_avant_manger,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,after_eat,Avant de manger,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAvant de manger
gourma,critical_handwashing_times,apres_toilette,0.6864197874159605,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_apres_toilette,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,after_defec,Après la toilette ou la latrine,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAprès la toilette ou la latrine
gourma,critical_handwashing_times,aucun,0,bfa_2020,NA,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommer_aucun,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,none,Aucun,% de ménages par nombre de moments clés pour le lavage des mains que les personnes interrogées peuvent nommerAucun
gourma,gbv_30days,NA,0.08632245977310107,bfa_2020,NA,"% de ménages signalant l'incidence de la violence basée sur le genre (par exemple, violence sexuelle, mariage ou reproduction forcés, etc.) pour les femmes, les filles et les garçons dans leur communauté au cours des 30 derniers jours","% de ménages signalant l'incidence de la violence basée sur le genre (par exemple, violence sexuelle, mariage ou reproduction forcés, etc.) pour les femmes, les filles et les garçons dans leur communauté au cours des 30 derniers jours_NA",msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,NA,"% de ménages signalant l'incidence de la violence basée sur le genre (par exemple, violence sexuelle, mariage ou reproduction forcés, etc.) pour les femmes, les filles et les garçons dans leur communauté au cours des 30 derniers joursNA"
gourma,access_to_soap,non,0.4597960099491156,bfa_2020,NA,% des ménages ayant accès au savon,% des ménages ayant accès au savon_non,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,no_soap,Non,% des ménages ayant accès au savonNon
gourma,access_to_soap,oui,0.5402039900508843,bfa_2020,NA,% des ménages ayant accès au savon,% des ménages ayant accès au savon_oui,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,soap,Oui,% des ménages ayant accès au savonOui
gourma,type_handwashing_fac,bouilloire,0.6443538006003126,bfa_2020,NA,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil_bouilloire,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Bouilloire / arrosoir pour verser l'eau sur les mains,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareilBouilloire / arrosoir pour verser l'eau sur les mains
gourma,type_handwashing_fac,nsp,3.5731192193281267e-4,bfa_2020,NA,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil_nsp,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Ne sait pas,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareilNe sait pas
gourma,type_handwashing_fac,pas_dispositif,0.3491802313945994,bfa_2020,NA,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil_pas_dispositif,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Pas de dispositif particulier (pas de dispositif ou juste un seau ou similaire sans robinet),% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareilPas de dispositif particulier (pas de dispositif ou juste un seau ou similaire sans robinet)
gourma,type_handwashing_fac,tippy,0.006108656083155125,bfa_2020,NA,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil,% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareil_tippy,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,"Tippy tap (dispostif artisanal fabriqué avec du matériel local : poutre, seau et système de levier avec une corde)","% de ménages ayant accès à des installations de lavage des mains en état de marche - par type d'appareilTippy tap (dispostif artisanal fabriqué avec du matériel local : poutre, seau et système de levier avec une corde)"
gourma,open_defecation,NA,0.3693263247742883,bfa_2020,NA,% de ménages pratiquant la défécation en plein air,% de ménages pratiquant la défécation en plein air_NA,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,NA,% de ménages pratiquant la défécation en plein airNA
gourma,sanitation_facility_sharing,ind,0.3780286495257698,bfa_2020,NA,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaire,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaire_ind,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,not_shared,Individuelle,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaireIndividuelle
gourma,sanitation_facility_sharing,lat_com_20,0.5932608238951175,bfa_2020,NA,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaire,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaire_lat_com_20,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,shared_less20,Latrine communautaire partagée par moins de 20 personnes,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaireLatrine communautaire partagée par moins de 20 personnes
gourma,sanitation_facility_sharing,lat_com_50,0.02871052657911275,bfa_2020,NA,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaire,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaire_lat_com_50,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,shared_20to50,Latrine communautaire partagée entre 20 et 50 personnes,% des ménages partageant une installation sanitaire - par nombre de personnes par installation sanitaireLatrine communautaire partagée entre 20 et 50 personnes
gourma,location_sanitation_facility,dal_eau,0.021327113634193408,bfa_2020,NA,% de ménages selon l'emplacement des toilettes,% de ménages selon l'emplacement des toilettes_dal_eau,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Défécation à l'air libre dans un cours d’eau,% de ménages selon l'emplacement des toilettesDéfécation à l'air libre dans un cours d’eau
gourma,location_sanitation_facility,dal_precis,0.026252064382364805,bfa_2020,NA,% de ménages selon l'emplacement des toilettes,% de ménages selon l'emplacement des toilettes_dal_precis,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,"Défécation à l'air libre (DAL) dans zone précise et aménagée (bâche, pelle, …)","% de ménages selon l'emplacement des toilettesDéfécation à l'air libre (DAL) dans zone précise et aménagée (bâche, pelle, …)"
gourma,location_sanitation_facility,dal_zonep,0.3139581557915381,bfa_2020,NA,% de ménages selon l'emplacement des toilettes,% de ménages selon l'emplacement des toilettes_dal_zonep,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Défécation à l'air libre sans zone précise,% de ménages selon l'emplacement des toilettesDéfécation à l'air libre sans zone précise
gourma,location_sanitation_facility,dal_zonep_am,0.006108656083155125,bfa_2020,NA,% de ménages selon l'emplacement des toilettes,% de ménages selon l'emplacement des toilettes_dal_zonep_am,msna_2020,https://docs.google.com/spreadsheets/d/1nQS1xwC5Fligkydi04Oz2aX4xUeYuxEUQHFU4VEAj_M/edit?usp=sharing,NA,Défécation à l'air libre dans une zone précise non aménagée,% de ménages selon l'emplacement des toilettesDéfécation à l'air libre dans une zone précise non aménagée
