admin2,indicator,choice,bfa_2020,choice_key
yatenga,access_to_soap,non,0.2863257732902151,access_to_soapnon
yatenga,access_to_soap,nsp,0.007119964829081939,access_to_soapnsp
yatenga,access_to_soap,oui,0.706554261880703,access_to_soapoui
yatenga,critical_handwashing_times,nsp,0,critical_handwashing_timesnsp
yatenga,critical_handwashing_times,autre,0.015216554441909546,critical_handwashing_timesautre
yatenga,critical_handwashing_times,ablution,0.7262435096521993,critical_handwashing_timesablution
yatenga,critical_handwashing_times,retour_champ,0.31416754756563176,critical_handwashing_timesretour_champ
yatenga,critical_handwashing_times,avant_sein,0.058289263264239444,critical_handwashing_timesavant_sein
yatenga,critical_handwashing_times,apres_netto,0.09560886679338333,critical_handwashing_timesapres_netto
yatenga,critical_handwashing_times,avant_prepare,0.36691763028815155,critical_handwashing_timesavant_prepare
yatenga,critical_handwashing_times,avant_manger,0.9633462721450894,critical_handwashing_timesavant_manger
yatenga,critical_handwashing_times,apres_toilette,0.5695193134255364,critical_handwashing_timesapres_toilette
yatenga,critical_handwashing_times,aucun,0,critical_handwashing_timesaucun
yatenga,diarrhea_rate_hh_2w,NA,0.2817224086976345,diarrhea_rate_hh_2wNA
yatenga,distance_to_water_source,eau_concession,0.08795785745617572,distance_to_water_sourceeau_concession
yatenga,distance_to_water_source,entre_16_30mn,0.2225918972705329,distance_to_water_sourceentre_16_30mn
yatenga,distance_to_water_source,entre_31_45mn,0.27670090085946547,distance_to_water_sourceentre_31_45mn
yatenga,distance_to_water_source,entre_5_15mn,0.013523872492933221,distance_to_water_sourceentre_5_15mn
yatenga,distance_to_water_source,plus_46mn,0.3992254719208928,distance_to_water_sourceplus_46mn
yatenga,fcs_score,acceptable,0.5279792130621769,fcs_scoreacceptable
yatenga,fcs_score,limite,0.3282076587169927,fcs_scorelimite
yatenga,fcs_score,pauvre,0.14381312822083053,fcs_scorepauvre
yatenga,gbv_30days,NA,0.13507917371267522,gbv_30daysNA
yatenga,hhs_score,NA,0.34388060540408055,hhs_scoreNA
yatenga,hhs_thresholds,faim_moderee,0.09251810870052748,hhs_thresholdsfaim_moderee
yatenga,hhs_thresholds,faim_severe,3.7340562789633415e-4,hhs_thresholdsfaim_severe
yatenga,hhs_thresholds,peu_pasFaim,0.9071084856715762,hhs_thresholdspeu_pasFaim
yatenga,lcsi_score,crisis,0.21339722230509572,lcsi_scorecrisis
yatenga,lcsi_score,emergency,0.05422457891947474,lcsi_scoreemergency
yatenga,lcsi_score,none,0.3837985589466727,lcsi_scorenone
yatenga,lcsi_score,stress,0.3485796398287569,lcsi_scorestress
yatenga,livelihoods_change_pratique_agri,non,0.5234973285459996,livelihoods_change_pratique_agrinon
yatenga,livelihoods_change_pratique_agri,non_applicable,0.061388102040175356,livelihoods_change_pratique_agrinon_applicable
yatenga,livelihoods_change_pratique_agri,oui,0.4151145694138251,livelihoods_change_pratique_agrioui
yatenga,livelihoods_change_pratique_agri_prob,acces_terre,0.15252229097994735,livelihoods_change_pratique_agri_probacces_terre
yatenga,livelihoods_change_pratique_agri_prob,acces_terre cultive,5.883182494666681e-4,livelihoods_change_pratique_agri_probacces_terre cultive
yatenga,livelihoods_change_pratique_agri_prob,acces_terre finance,0.003931961840972174,livelihoods_change_pratique_agri_probacces_terre finance
yatenga,livelihoods_change_pratique_agri_prob,acces_terre insecurite,0.0031416388400381775,livelihoods_change_pratique_agri_probacces_terre insecurite
yatenga,livelihoods_change_pratique_agri_prob,acces_terre insecurite finance,0.02586407386847782,livelihoods_change_pratique_agri_probacces_terre insecurite finance
yatenga,livelihoods_change_pratique_agri_prob,acces_terre insecurite insuff_pluie,0.01293203693423891,livelihoods_change_pratique_agri_probacces_terre insecurite insuff_pluie
yatenga,livelihoods_change_pratique_agri_prob,acces_terre insecurite main_oeuvre,7.132904172280281e-4,livelihoods_change_pratique_agri_probacces_terre insecurite main_oeuvre
yatenga,livelihoods_change_pratique_agri_prob,acces_terre insuff_pluie,5.883182494666681e-4,livelihoods_change_pratique_agri_probacces_terre insuff_pluie
yatenga,livelihoods_change_pratique_agri_prob,acces_terre insuff_pluie finance,0.0015730552975155433,livelihoods_change_pratique_agri_probacces_terre insuff_pluie finance
yatenga,livelihoods_change_pratique_agri_prob,acces_terre main_oeuvre insecurite,0.01293203693423891,livelihoods_change_pratique_agri_probacces_terre main_oeuvre insecurite
yatenga,livelihoods_change_pratique_agri_prob,acces_terre semence,0.014585503357320133,livelihoods_change_pratique_agri_probacces_terre semence
yatenga,livelihoods_change_pratique_agri_prob,acces_terre semence finance,0.0013741694954077558,livelihoods_change_pratique_agri_probacces_terre semence finance
yatenga,livelihoods_change_pratique_agri_prob,acces_terre semence insecurite,5.883182494666681e-4,livelihoods_change_pratique_agri_probacces_terre semence insecurite
yatenga,livelihoods_change_pratique_agri_prob,acces_terre sol_pauvre,9.847370480488753e-4,livelihoods_change_pratique_agri_probacces_terre sol_pauvre
yatenga,livelihoods_change_pratique_agri_prob,acces_terre sol_pauvre finance,9.847370480488753e-4,livelihoods_change_pratique_agri_probacces_terre sol_pauvre finance
yatenga,livelihoods_change_pratique_agri_prob,acces_terre sol_pauvre semence,9.847370480488753e-4,livelihoods_change_pratique_agri_probacces_terre sol_pauvre semence
yatenga,livelihoods_change_pratique_agri_prob,cultive,0.08160459785562754,livelihoods_change_pratique_agri_probcultive
yatenga,livelihoods_change_pratique_agri_prob,finance,0.04111155031211282,livelihoods_change_pratique_agri_probfinance
yatenga,livelihoods_change_pratique_agri_prob,finance acces_terre insuff_pluie,0.010124954485560946,livelihoods_change_pratique_agri_probfinance acces_terre insuff_pluie
yatenga,livelihoods_change_pratique_agri_prob,finance acces_terre sol_pauvre,0.052630385991252054,livelihoods_change_pratique_agri_probfinance acces_terre sol_pauvre
yatenga,livelihoods_change_pratique_agri_prob,finance insuff_pluie,0.0019650023411048414,livelihoods_change_pratique_agri_probfinance insuff_pluie
yatenga,livelihoods_change_pratique_agri_prob,finance insuff_pluie autre,0.012782087857735675,livelihoods_change_pratique_agri_probfinance insuff_pluie autre
yatenga,livelihoods_change_pratique_agri_prob,finance main_oeuvre,0.005332831861699325,livelihoods_change_pratique_agri_probfinance main_oeuvre
yatenga,livelihoods_change_pratique_agri_prob,finance main_oeuvre insuff_pluie,0.01293203693423891,livelihoods_change_pratique_agri_probfinance main_oeuvre insuff_pluie
