"","admin2","indicator","choice","bfa_2020"
"1","bam","key_score","1-/-1",0.0120944286616892
"2","bam","key_score","1-/-2",0.00806295244112613
"3","bam","key_score","1-/-3",0.00403147622056306
"4","bam","key_score","2-/-1",0.053932483855412
"5","bam","key_score","2-/-2",0.0517073828896903
"6","bam","key_score","2-/-3",0.0293264298115286
"7","bam","key_score","2-/-4",0.0150429058418916
"8","bam","key_score","3-/-1",0.0390909300125385
"9","bam","key_score","3-/-2",0.159893036443122
"10","bam","key_score","3-/-3",0.0720522396962641
"11","bam","key_score","3-/-4",0.150381498830949
"12","bam","key_score","4-/-1",0.0422210384712991
"13","bam","key_score","4-/-2",0.156021424661972
"14","bam","key_score","4-/-3",0.0732193462677064
"15","bam","key_score","4-/-4",0.126828944056468
"16","bam","key_score","5-/-4",0.00609348183777918
"17","bam","score_final","1",0.0120944286616892
"18","bam","score_final","2",0.199046263890629
"19","bam","score_final","3",0.432336036454779
"20","bam","score_final","4",0.350429789155123
"21","bam","score_final","5",0.00609348183777918
"22","bam","key_sanit","latrine_hygienic-/-not_shared-/-no_soap",0.013294269164326
"23","bam","key_sanit","latrine_hygienic-/-not_shared-/-soap",0.147338881000939
"24","bam","key_sanit","latrine_hygienic-/-shared_20to50-/-no_soap",0.00154469100449657
"25","bam","key_sanit","latrine_hygienic-/-shared_20to50-/-soap",0.0613495212574039
"26","bam","key_sanit","latrine_hygienic-/-shared_less20-/-no_soap",0.0189057308930716
"27","bam","key_sanit","latrine_hygienic-/-shared_less20-/-soap",0.219122710609237
"28","bam","key_sanit","latrine_hygienic-/-shared_more50-/-soap",0.0211721747389808
"29","bam","key_sanit","latrine_nonhygienic-/-not_shared-/-soap",0.0121839474639428
"30","bam","key_sanit","latrine_nonhygienic-/-shared_20to50-/-no_soap",0.0191739844105131
"31","bam","key_sanit","latrine_nonhygienic-/-shared_20to50-/-soap",0.036209002443854
"32","bam","key_sanit","latrine_nonhygienic-/-shared_less20-/-no_soap",0.0409930626627519
"33","bam","key_sanit","latrine_nonhygienic-/-shared_less20-/-soap",0.131083869198405
"34","bam","key_sanit","latrine_nonhygienic-/-shared_more50-/-no_soap",0.0195639214448039
"35","bam","key_sanit","latrine_nonhygienic-/-shared_more50-/-soap",0.0115353177276955
"36","bam","key_sanit","open_defec-/-NA-/-no_soap",0.0675195618781836
"37","bam","key_sanit","open_defec-/-NA-/-soap",0.179009354101395
"38","bam","sanit_score","1",0.147338881000939
"39","bam","sanit_score","2",0.375684796435911
"40","bam","sanit_score","3",0.178629491996062
"41","bam","sanit_score","4",0.298346830567088
"42","bam","key_water","just_sufficient-/-improved_less_30",0.00813989761675365
"43","bam","key_water","just_sufficient-/-improved_more_30",0.147444222925522
"44","bam","key_water","just_sufficient-/-unimproved",0.0253687139825654
"45","bam","key_water","more_sufficient-/-improved_less_30",0.00308461722850795
"46","bam","key_water","more_sufficient-/-improved_premises",0.0241515506403596
"47","bam","key_water","not_sufficient-/-improved_less_30",0.0158357970103902
"48","bam","key_water","not_sufficient-/-improved_more_30",0.316762148379722
"49","bam","key_water","not_sufficient-/-unimproved",0.0455409579593008
"50","bam","key_water","not_sufficient_at_all-/-improved_more_30",0.00608408380824997
"51","bam","key_water","sufficient-/-improved_less_30",0.116974106990265
"52","bam","key_water","sufficient-/-improved_more_30",0.218932520386969
"53","bam","key_water","sufficient-/-improved_premises",0.0297191176946735
"54","bam","key_water","sufficient-/-surface_water",0.0115469544900759
"55","bam","key_water","sufficient-/-unimproved",0.0304153108866457
"56","bam","water_score","1",0.0241515506403596
"57","bam","water_score","2",0.149777841913446
"58","bam","water_score","3",0.42076774882628
"59","bam","water_score","4",0.399218774811665
"60","bam","water_score","5",0.00608408380824997
